assessment_id,entity_id,name,category,description,duration_minutes,job_levels,languages,remote,adaptive,url
A3938,3938,Entry Level Technical Support Solution,"['Personality & Behavior', 'Competencies']","The Precise Fit Entry Level Technical Support Solution is for entry-level positions in which employees provide technical assistance to computer users in a contact center environment. Sample tasks for these jobs include, but are not limited to: answer questions or resolve computer problems for clients in person, via telephone, or electronically, provide assistance concerning the use of computer hardware and software, including printing, installation, word processing, electronic mail, and
operating systems.
Report Language Availability: English (USA)",18.0,['Entry-Level'],"['Latin American Spanish', 'German', 'Chinese Simplified', 'Finnish', 'Danish', 'English (USA)', 'English International', 'French (Canada)', 'Italian', 'French', 'Dutch', 'Norwegian', 'Swedish', 'Arabic']",True,False,https://www.shl.com/products/product-catalog/view/entry-level-technical-support-solution/
A4065,4065,ETL Testing (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of ETL architecture, data warehousing, dimensions, DBMS concepts like data manipulation, constraints, ETL testing and tools required for testing.",9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/etl-testing-new/
A743,743,Executive Scenarios,['Biodata & Situational Judgment'],"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Director', 'Executive', 'Manager']","['Italian', 'English (USA)', 'English International', 'Korean']",True,False,https://www.shl.com/products/product-catalog/view/executive-scenarios/
A3849,3849,Executive Scenarios Narrative Report,['Biodata & Situational Judgment'],"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Director', 'Executive', 'Manager']",[],True,False,https://www.shl.com/products/product-catalog/view/executive-scenarios-narrative-report/
A3899,3899,Executive Scenarios Profile Report,['Biodata & Situational Judgment'],"Executive Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in Executives; a group who typically has significant work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available: 

Executive Scenarios Narrative Report:  A participant focused report that contains;  
 - Executive Scenarios profile
 - VERY detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Development tips for each of the 6 style scales;  Leading and Managing the work, Using external help, One-to-one, Workforce, Organisational support, Commercial support.

Executive Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Director', 'Executive', 'Manager']",[],True,False,https://www.shl.com/products/product-catalog/view/executive-scenarios-profile-report/
A4127,4127,ExpressJS (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of routing, error handling, security, middleware and performance & reliability in ExpressJS.",7.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/expressjs-new/
A380,380,Filing - Names (R1),['Knowledge & Skills'],This test measures ability to sort names in alphabetical order. Test takers are shown a graphical display of four folder tabs -- three contain alphabetized names and one is blank. The test taker is required to select the name from a list that belongs on the blank tab.,3.0,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/filing-names-r1/
A381,381,Filing - Numbers,['Knowledge & Skills'],"This test measures ability to sort items in numerical order. Test takers are shown a graphical display of four folder tabs -- three contain numbers and one is blank, and all are sorted in numeric order. The test taker is required to select the number from a list that belongs on the blank tab.",3.0,['Entry-Level'],['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/filing-numbers/
A3992,3992,Financial Accounting (New),['Knowledge & Skills'],"Multi-choice test that measures the ability to post journal entries, classify items into assets and liabilities, analyze financial statements and calculate financial ratios.",9.0,"['Entry-Level', 'Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/financial-accounting-new/
A4083,4083,Financial and Banking Services (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of investment products, banking products, taxation and principles of Macroeconomics.",9.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/financial-and-banking-services-new/
A4067,4067,Fire Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of fire engineering principles, basic workplace safety and safety management.",10.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/fire-engineering-new/
A382,382,Following Instructions v1 - UK (R1),['Knowledge & Skills'],This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Candidates are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8.0,"['Entry-Level', 'Front Line Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English International'],True,False,https://www.shl.com/products/product-catalog/view/following-instructions-v1-uk-r1/
A383,383,Following Instructions v1 - US (R2),['Knowledge & Skills'],This test measures a candidate's ability to follow detailed instructions and then select the correct course of action. Test takers are presented with a set of rules and need to choose the appropriate response for various situations based on the rules given.,8.0,"['Entry-Level', 'Front Line Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/following-instructions-v1-us-r2/
A4090,4090,Food and Beverage Services (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of meal planning, service preparation, types of service equipment, and types of beverages.",7.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/food-and-beverage-services-new/
A4071,4071,Food Science (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of food chemistry, nutrition, food microbiology, food engineering and food product technology.",6.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/food-science-new/
A4072,4072,Front Office Management (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of front office operations.,7.0,"['Entry-Level', 'Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/front-office-management-new/
A4113,4113,Fundamentals of Chemistry (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of physical chemistry, inorganic chemistry and organic chemistry.",8.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/fundamentals-of-chemistry-new/
A4043,4043,Fundamentals of Physics (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of classical mechanics, Newton's laws of motion, electromagnetism, EM waves, thermodynamics and modern physics.",8.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/fundamentals-of-physics-new/
A4048,4048,General Diseases (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of common diseases of ear, nose, throat and teeth, their symptoms, drugs used to treat them and various drugs used to relieve pain.",5.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/general-diseases-new/
A4125,4125,Geoinformatics Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of remote sensing, digital image processing, digital photogrammetry, planning and surveying, geology, GIS and drilling Engineering.",10.0,"['Mid-Professional', 'Professional Individual Contributor', 'Supervisor', 'Entry-Level', 'Graduate']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/geoinformatics-engineering-new/
A4066,4066,Geoscience Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of exploration geology, soil mechanics, rock mechanics, geophysical investigation, geological surveying.",8.0,"['Mid-Professional', 'Professional Individual Contributor', 'Graduate']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/geoscience-engineering-new/
A4078,4078,GIT (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of how to use GIT for version control.,13.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/git-new/
A4301,4301,Global Skills Assessment,"['Competencies', 'Knowledge & Skills']",The Global Skills Assessment (GSA) is an assessment used to measure 96 discrete skills/behaviors. These 96 skill scores are directly aligned to the most discrete level of SHL’s Universal Competency Framework (UCF). The GSA measures self-reported behaviors an individual currently engages in. A person’s skills (sets of behavior) are malleable and may change over time. SHL utilizes GSA scores to understand what the participant reports they can do today.,16.0,[],"['Indonesian', 'Italian', 'Swedish', 'Thai', 'Portuguese (Brazil)', 'French (Canada)', 'Chinese Simplified', 'Danish', 'Finnish', 'French', 'German', 'English International', 'Japanese', 'Korean', 'Latin American Spanish', 'Norwegian', 'Polish', 'Romanian', 'Spanish', 'Vietnamese', 'Chinese Traditional', 'Arabic', 'English (USA)', 'Dutch', 'Portuguese', 'Turkish']",True,False,https://www.shl.com/products/product-catalog/view/global-skills-assessment/
A741,741,Graduate Scenarios,['Biodata & Situational Judgment'],"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Graduate Scenarios Narrative Report:  A participant focused report that contains;  
 - Graduate Scenarios profile
 - Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management.

Graduate Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Graduate']",['English International'],True,False,https://www.shl.com/products/product-catalog/view/graduate-scenarios/
A3900,3900,Graduate Scenarios Narrative Report,['Biodata & Situational Judgment'],"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Mid-Professional', 'Professional Individual Contributor', 'Manager', 'Graduate']",[],True,False,https://www.shl.com/products/product-catalog/view/graduate-scenarios-narrative-report/
A3901,3901,Graduate Scenarios Profile Report,['Biodata & Situational Judgment'],"Graduate Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It is specifically designed to assess judgement in graduates; a group who typically has limited work experience to draw on. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries. 

Reports available: 

Graduate Scenarios Narrative Report: A participant focused report that contains; 
- Graduate Scenarios profile 
- Feedback report (with development tips) breaking down the overall Managerial judgement results into each of the 3 sub-scales; Managing Objectives, People Management and Corporate Management. 

Graduate Scenarios Profile: Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",[],True,False,https://www.shl.com/products/product-catalog/view/graduate-scenarios-profile-report/
A4074,4074,Hibernate (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Hibernate architecture, Hibernate mapping and Hibernate query language(HQL).",5.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/hibernate-new/
A331,331,HIPAA (Security),['Knowledge & Skills'],"The HIPAA (Security) test measures knowledge of compliance with the standards required by the Security and Electronic Signature Standards as they apply to HIPAA. Designed for healthcare professionals and concentrating on nontechnical as well as technical aspects of the HIPAA Standards for Security and Electronic Signatures, this test covers the following topics: Computer Mechanisms, Computer Models, General Knowledge, Implementation, Medical Records, Organization, Security Basics, and Setup.",15.0,"['Front Line Manager', 'Manager']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/hipaa-security/
A3845,3845,HiPo Assessment Report 1.0,"['Competencies', 'Personality & Behavior']","Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 1.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This version is used in regions where normed data for Verify Gen 1 and UCF 1 continue to provide the most relevant benchmarks, offering organizations proven insights for high-potential identification and talent development.",,[],[],True,False,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-1-0/
A4284,4284,HiPo Assessment Report 2.0,"['Competencies', 'Personality & Behavior']","Part of SHL’s High Potential solution and developed from SHL’s extensive research into high-potential programs, the HIPO Assessment Report 2.0 helps organizations identify individuals with the strongest potential to succeed in senior and challenging roles. Using assessments such as the Motivation Questionnaire, OPQ, and Verify Cognitive Ability Tests, the report evaluates critical areas of aspiration, ability, and engagement. This report equips organizations with data-driven insights for identifying and developing future leaders, helping to ensure long-term organizational success.",,[],[],True,False,https://www.shl.com/products/product-catalog/view/hipo-assessment-report-2-0/
A4285,4285,HiPo Unlocking Potential Report 2.0,['Competencies'],"This report draws insights from the Occupational Personality QuestionnaireTM (OPQ32). Used for individuals who are selected into a client’s HiPo program, it provides a detailed analysis of managerial and leadership potential.",,[],[],True,False,https://www.shl.com/products/product-catalog/view/hipo-unlocking-potential-report-2-0/
A4076,4076,Housekeeping (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of housekeeping activities such as cleaning, laundry, room maintenance and routine checks.",7.0,"['Entry-Level', 'Front Line Manager', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/housekeeping-new/
A4080,4080,HTML/CSS (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of HTML to create a user interface and CSS to stylize it.,12.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/htmlcss-new/
A4081,4081,HTML5 (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of HTML5 and its application in creating a user interface.,11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/html5-new/
A3999,3999,Human Resources (New),['Knowledge & Skills'],"Multi-choice test that measures the candidate on his/her knowledge and understanding of the basic concepts of Human Resources Management like planning, training and development, performance appraisal, compensation management, etc. It also evaluates the candidate’s understanding of organizational behavior in different organizational structures.",8.0,"['Graduate', 'Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/human-resources-new/
A4169,4169,IBM DataStage (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on the concepts of Data Warehouse fundamentals, DataStage fundamentals, DataStage stages and, DataStage Designer & Director.",15.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/ibm-datastage-new/
A4155,4155,IBM Sterling Order Management System (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of the basic concepts of Sterling Order Management System installation, modeling, extensibility, inventory reservations, etc.",13.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/ibm-sterling-order-management-system-new/
A4005,4005,Industrial Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the conceptual knowledge of design, quality control, reliability, management and costing of manufacturing systems.",9.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/industrial-engineering-new/
A4054,4054,Informatica (Architecture) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/informatica-architecture-new/
A4055,4055,Informatica (Developer) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of data warehousing, server architecture and administration, and real time implementation with Informatica.",11.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/informatica-developer-new/
A4007,4007,Instrumentation Engineering (New),['Knowledge & Skills'],"Multi-choice test that measures the conceptual knowledge of instrumentation, electronics, signals and communication systems.",12.0,"['Graduate', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/instrumentation-engineering-new/
A249,249,Interpersonal Communications,['Knowledge & Skills'],"This adaptive test measures the candidate's knowledge of how to employ effective verbal and non-verbal communication to send his or her message and manage conflicts. It is designed for all professionals and covers the following topics: Communication and Perception, Group Communication and Teamwork, Intercultural Communication, Interpersonal Communication, Interviewing and Communication, Intrapersonal Communication, Listening, Nonverbal Communication, Technology in Communication, Verbal Communication, and Language.",15.0,"['Entry-Level', 'Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/interpersonal-communications/
A333,333,Interviewing and Hiring Concepts (U.S.),['Knowledge & Skills'],"The Interviewing and Hiring Concepts (U.S.) test measures knowledge of the interviewing  and hiring process. Designed for all employees and hiring managers, this test covers the following topics: Behavior Traits, Behavioral Interviewing, Candidate Fit, Interview Quality Control, Job Analysis, Legal Compliance, Probing Skills, Screening, Situational Interviews, and Types of Interviews.",15.0,"['Front Line Manager', 'Manager']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/interviewing-and-hiring-concepts-u-s/
A4102,4102,iOS Development (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Objective C, NSObject, iOS fundamentals and UI design on iOS phones.",7.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/ios-development-new/
A4040,4040,ITIL (IT Infrastructure Library) (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of capacity management, change management and problem management.",8.0,"['Manager', 'Mid-Professional', 'Professional Individual Contributor', 'Supervisor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/itil-it-infrastructure-library-new/
A88,88,Java 2 Platform Enterprise Edition 1.4 Fundamental,['Knowledge & Skills'],"The Java 2 Platform Enterprise Edition (J2EE) 1.4 Fundamentals test measures knowledge of basic J2EE 1.4 Fundamentals. Designed for entry-level users, this test covers the following topics: Business Component Development, J2EE 1.4 Architecture, JAX 1.2, JDBC 3.0, Supporting API, Web Component Development, and Web Service Development.",30.0,"['Entry-Level', 'Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/java-2-platform-enterprise-edition-1-4-fundamental/
A4084,4084,Java 8 (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Java class design, exceptions, generics, collections, concurrency, JDBC and Java I/O fundamentals.",18.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/java-8-new/
A4158,4158,Java Design Patterns (New),['Knowledge & Skills'],Multi-choice test that measures the knowledge of the types of design patterns in Java and principles like threads and refactoring used in Java design patterns.,5.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/java-design-patterns-new/
A4056,4056,Java Frameworks (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of different Java frameworks - Struts, Hibernate and Spring.",17.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/java-frameworks-new/
A3809,3809,Java Platform Enterprise Edition 7 (Java EE 7),['Knowledge & Skills'],"The Java Platform Enterprise Edition 7 (Java EE 7) test measures knowledge of the Java EE 7 architecture. Designed for Java programmers and architects, this test includes the following topics: Commonly-Used APIs, Component Technology, Database Access, JEE Application Architecture, JSP Extensions, Resource Management, Web Services, Webapp Control and View Technologies, and Webapp Technology.",30.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/java-platform-enterprise-edition-7-java-ee-7/
A4033,4033,Java Web Services (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of basic Java constructs, OOP concepts, file handling, exception handling, threads, generics and inner class.",8.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/java-web-services-new/
A3989,3989,JavaScript (New),['Knowledge & Skills'],Multi-choice test that measures knowledge of programming in the JavaScript language and its application in front-end development.,9.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/javascript-new/
A4086,4086,Jenkins (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Jenkins configuration and deployment, plugins, nodes, build jobs and testing.",6.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/jenkins-new/
A4085,4085,Job Control Language (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of JCL libraries, parameters, statements, datasets, generation of data groups and conditional processing.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/job-control-language-new/
A4087,4087,jQuery (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of jQuery events and effects, jQuery animation, UI, references, and using jQuery with AJAX.",10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/jquery-new/
A4152,4152,Kubernetes (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge of the architecture, cluster and services of Kubernetes.",6.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/kubernetes-new/
A3990,3990,Linux Administration (New),['Knowledge & Skills'],Multi-choice test that measures knowledge of the Linux operating system and its application in system administration and network administration.,10.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/linux-administration-new/
A4299,4299,Linux Operating System,['Knowledge & Skills'],"Multi-choice test that measures the knowledge of Linux system, command line, filesystem, memory management, and process management.",15.0,"['Entry-Level', 'General Population', 'Graduate', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/linux-operating-system/
A205,205,Linux Programming (General),['Knowledge & Skills'],"The Linux Programming (General) test measures knowledge of programming in a Linux environment. Designed for experienced programmers, this test covers the following topics: AutoConf/AutoMake, Makefiles, C Programming, C++, Debugging Programs, Linux Programming Concepts, Platform Independence, Revision Control, RPC/CORBA, and X Programming.",25.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,True,https://www.shl.com/products/product-catalog/view/linux-programming-general/
A4170,4170,Load Runner (New),['Knowledge & Skills'],"Multi-choice test that measures the knowledge on the concepts of Load Runner architecture & installation, virtual user generator (VUGEN), controller, monitoring scenario and result analysis.",6.0,"['Mid-Professional', 'Professional Individual Contributor']",['English (USA)'],True,False,https://www.shl.com/products/product-catalog/view/load-runner-new/
A742,742,Management Scenarios,['Biodata & Situational Judgment'],"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']","['Italian', 'English International', 'Korean', 'Arabic']",True,False,https://www.shl.com/products/product-catalog/view/management-scenarios/
A3903,3903,Managerial Scenarios Candidate Report,['Biodata & Situational Judgment'],"Managerial Scenarios is a unique test of Managerial Judgement - an individual’s ability to decide on effective ways of handling real life situations. It consists of hypothetical scenarios, each followed by several possible responses. Candidates rate the effectiveness of each response, using a 6-point scale, from highly undesirable to highly desirable. It can be used for recruitment, selection, training and development, performance management and coaching in a variety of functions and industries.

Reports available:

Management Scenarios Narrative Report:  A participant focused report that contains;  
 - Management Scenarios profile
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Candidate Report:  A report to share with the candidate that contains: 
 - Detailed narrative feedback of each of the 4 scales;  Managerial Judgement, Managing Objectives, People Management and Reputation Management.
 - Table of scores for each of the 6 style scales;  Big picture, Delegative, One-to-one, Team, Personal recognition and Company Protocol.
 - Detailed narrative feedback report (with development tips) for each of the 6 style scales.

Management Scenarios Profile:  Displays all scores on these scales in terms of four types of norm system; T-scores, Percentiles, Stens and Grades.",,"['Front Line Manager', 'Manager', 'Mid-Professional', 'Professional Individual Contributor']",[],True,False,https://www.shl.com/products/product-catalog/view/managerial-scenarios-candidate-report/
